# command: /Users/vishnu/molecular/build/apps/moldyn_run --cells 3 --density 0.80 --temperature 1.0 --cutoff 2.5 --skin 0.4 --dt 0.001 --equilibrate 0 --production 1000 --thermostat none --seed 12345 --truncation linear-force-shift --thermo-out /Users/vishnu/molecular/results/exp02_thermo_dt0.001.csv
# git_sha: dd6f8b8
# host: Darwin arm64
# units: reduced Lennard-Jones units (sigma = epsilon = mass = kB = 1)
# truncation: linear-force-shift
# pressure_includes_tail_correction: no
# potential_energy_includes_tail_correction: no
# temperature_dof: 3N=324 while Langevin drives (equilibration, and Langevin production), 3N-3=321 under the momentum-conserving integrators (NVE, Nose-Hoover), for which the centre-of-mass momentum is re-zeroed at the equilibration/production boundary
step,time,phase,potential_energy,kinetic_energy,total_energy,temperature,pressure
278,0.278,production,-507.8759364,85.88028867,-421.9956478,0.5350796802,-1.347721285
279,0.279,production,-507.7129564,85.71735514,-421.9956013,0.534064518,-1.342431049
280,0.28,production,-507.548223,85.55266847,-421.9955545,0.5330384328,-1.33704954
281,0.281,production,-507.3824731,85.38696513,-421.9955079,0.5320060133,-1.331599454
282,0.282,production,-507.2164403,85.22097818,-421.9954621,0.5309718267,-1.326100509
283,0.283,production,-507.0508458,85.05542809,-421.9954177,0.5299403619,-1.320573923
284,0.284,production,-506.8863895,84.89101434,-421.9953751,0.5289159772,-1.315039341
285,0.285,production,-506.7237414,84.72840618,-421.9953352,0.5279028423,-1.309517437
286,0.286,production,-506.5635312,84.56823265,-421.9952985,0.5269048764,-1.304025197
287,0.287,production,-506.4063387,84.41107305,-421.9952656,0.5259256888,-1.298578346
288,0.288,production,-506.2526851,84.25744808,-421.995237,0.5249685239,-1.293191026
289,0.289,production,-506.1030247,84.10781129,-421.9952134,0.5240362074,-1.287879259
290,0.29,production,-505.9577361,83.96254106,-421.9951951,0.523131097,-1.282651654
291,0.291,production,-505.8171162,83.8219338,-421.9951824,0.5222550393,-1.277518714
292,0.292,production,-505.6813744,83.6861987,-421.9951757,0.5214093377,-1.272484991
293,0.293,production,-505.5506293,83.55545423,-421.995175,0.5205947304,-1.267553125
294,0.294,production,-505.4249067,83.42972616,-421.9951805,0.5198113779,-1.262724848
295,0.295,production,-505.3041388,83.30894682,-421.995192,0.5190588587,-1.257998124
296,0.296,production,-505.1881649,83.1929556,-421.9952093,0.518336172,-1.253370224
297,0.297,production,-505.0767346,83.0815025,-421.9952321,0.5176417601,-1.248831862
298,0.298,production,-504.9695136,82.97425361,-421.99526,0.5169735428,-1.244373884
299,0.299,production,-504.8660893,82.87079675,-421.9952926,0.5163289517,-1.239986147
300,0.3,production,-504.7659777,82.77064875,-421.995329,0.5157049766,-1.235656051
301,0.301,production,-504.668634,82.67326519,-421.9953688,0.5150982255,-1.231365071
302,0.302,production,-504.5734618,82.57805052,-421.9954113,0.5145049876,-1.227096221
303,0.303,production,-504.4798233,82.48436769,-421.9954556,0.513921294,-1.22283298
304,0.304,production,-504.3870504,82.39154907,-421.9955013,0.5133429849,-1.218556816
305,0.305,production,-504.2944545,82.2989068,-421.9955477,0.5127657744,-1.214248796
306,0.306,production,-504.2013369,82.20574314,-421.9955937,0.5121853155,-1.209892052
307,0.307,production,-504.1070009,82.11136171,-421.9956392,0.5115972692,-1.205466808
308,0.308,production,-504.0107598,82.01507639,-421.9956834,0.5109973607,-1.200950986
309,0.309,production,-503.9119459,81.91622022,-421.9957256,0.5103814344,-1.196325744
310,0.31,production,-503.8099199,81.81415432,-421.9957656,0.5097455098,-1.191573634
311,0.311,production,-503.7040775,81.70827472,-421.9958028,0.5090858238,-1.186678279
312,0.312,production,-503.5938556,81.59801842,-421.9958372,0.5083988687,-1.181626235
313,0.313,production,-503.4787369,81.4828688,-421.9958681,0.5076814255,-1.176400613
314,0.314,production,-503.3582555,81.3623598,-421.9958957,0.5069305906,-1.170989985
315,0.315,production,-503.2319992,81.23607959,-421.9959196,0.5061437981,-1.165382294
316,0.316,production,-503.0996136,81.10367395,-421.9959396,0.5053188408,-1.159568988
317,0.317,production,-502.960804,80.96484815,-421.9959559,0.5044538826,-1.15353984
318,0.318,production,-502.815336,80.81936788,-421.9959681,0.5035474634,-1.147290032
319,0.319,production,-502.6630369,80.66706018,-421.9959767,0.5025985058,-1.140816279
320,0.32,production,-502.5037948,80.50781354,-421.9959813,0.5016063149,-1.13411464
321,0.321,production,-502.3375601,80.34157797,-421.9959821,0.5005705793,-1.127183955
322,0.322,production,-502.1643443,80.16836531,-421.995979,0.4994913726,-1.12002834
323,0.323,production,-501.9842207,79.98824848,-421.9959722,0.4983691494,-1.112649734
324,0.324,production,-501.7973219,79.8013602,-421.9959617,0.4972047365,-1.105053963
325,0.325,production,-501.6038397,79.60789206,-421.9959477,0.4959993275,-1.097248458
326,0.326,production,-501.4040233,79.40809325,-421.9959301,0.4947544751,-1.089239632
327,0.327,production,-501.1981788,79.20226982,-421.995909,0.4934720861,-1.081037384
328,0.328,production,-500.986668,78.99078347,-421.9958845,0.4921544141,-1.072655288
329,0.329,production,-500.7699066,78.77404976,-421.9958568,0.4908040483,-1.064104208
330,0.33,production,-500.5483626,78.55253669,-421.9958259,0.4894239046,-1.055401516
331,0.331,production,-500.3225543,78.32676221,-421.9957921,0.4880172101,-1.046562103
332,0.332,production,-500.0930468,78.09729143,-421.9957554,0.4865874856,-1.037603502
333,0.333,production,-499.8604501,77.86473397,-421.9957161,0.4851385294,-1.028546343
334,0.334,production,-499.625415,77.62974064,-421.9956744,0.4836743965,-1.019409493
335,0.335,production,-499.3886304,77.3929999,-421.9956305,0.4821993764,-1.010215648
336,0.336,production,-499.1508179,77.15523311,-421.9955848,0.4807179633,-1.000989282
337,0.337,production,-498.9127266,76.91718896,-421.9955377,0.4792348222,-0.9917529832
338,0.338,production,-498.6751278,76.67963842,-421.9954894,0.4777547565,-0.9825290274
339,0.339,production,-498.4388088,76.4433681,-421.9954407,0.4762826673,-0.9733420818
340,0.34,production,-498.2045642,76.20917242,-421.9953918,0.4748235042,-0.9642184186
341,0.341,production,-497.9731901,75.97784691,-421.9953432,0.4733822237,-0.9551820985
342,0.342,production,-497.7454764,75.75018086,-421.9952956,0.4719637437,-0.9462545276
343,0.343,production,-497.522198,75.5269487,-421.9952493,0.4705728891,-0.9374609047
344,0.344,production,-497.3041062,75.30890105,-421.9952052,0.4692143368,-0.9288226081
345,0.345,production,-497.0919197,75.0967561,-421.9951636,0.4678925614,-0.920363195
346,0.346,production,-496.8863163,74.89119122,-421.9951251,0.4666117833,-0.912103809
347,0.347,production,-496.6879246,74.69283434,-421.9950903,0.4653759149,-0.9040632868
348,0.348,production,-496.4973154,74.50225584,-421.9950596,0.4641885099,-0.8962601278
349,0.349,production,-496.3149951,74.3199617,-421.9950334,0.4630527209,-0.8887095183
350,0.35,production,-496.1413992,74.14638702,-421.9950122,0.4619712587,-0.8814259912
351,0.351,production,-495.9768863,73.98189019,-421.9949961,0.4609463563,-0.874421807
352,0.352,production,-495.8217338,73.82674832,-421.9949855,0.4599797403,-0.8677068113
353,0.353,production,-495.6761342,73.68115366,-421.9949805,0.4590726085,-0.8612878434
354,0.354,production,-495.5401926,73.5452114,-421.9949812,0.4582256162,-0.8551687786
355,0.355,production,-495.4139263,73.41893882,-421.9949875,0.4574388712,-0.8493501013
356,0.356,production,-495.2972644,73.30226498,-421.9949994,0.4567119314,-0.8438359712
357,0.357,production,-495.1900496,73.19503308,-421.9950165,0.4560438198,-0.838620498
358,0.358,production,-495.0920429,73.09700425,-421.9950386,0.4554330483,-0.833696678
359,0.359,production,-495.0029266,73.00786117,-421.9950654,0.4548776397,-0.8290570529
360,0.36,production,-494.9223096,72.92721315,-421.9950965,0.4543751598,-0.8246920104
361,0.361,production,-494.8497336,72.85460232,-421.9951313,0.4539227559,-0.8205896204
362,0.362,production,-494.7846802,72.78951077,-421.9951695,0.453517201,-0.8167364936
363,0.363,production,-494.7265784,72.73136794,-421.9952104,0.4531549404,-0.8131168597
364,0.364,production,-494.6748121,72.67955841,-421.9952537,0.4528321397,-0.809714781
365,0.365,production,-494.6287292,72.63343055,-421.9952987,0.4525447386,-0.8065154153
366,0.366,production,-494.5876497,72.59230513,-421.9953445,0.4522885055,-0.8035003694
367,0.367,production,-494.5508759,72.55548511,-421.9953908,0.4520590972,-0.8006493747
368,0.368,production,-494.5177019,72.52226497,-421.995437,0.4518521182,-0.7979420426
369,0.369,production,-494.4874212,72.49193874,-421.9954825,0.4516631697,-0.7953589112
370,0.37,production,-494.459335,72.46380818,-421.9955269,0.4514879014,-0.7928818855
371,0.371,production,-494.4327607,72.43719117,-421.9955695,0.4513220634,-0.7904933517
372,0.372,production,-494.4070393,72.41142926,-421.9956101,0.451161553,-0.7881735399
373,0.373,production,-494.3815425,72.38589445,-421.9956481,0.4510024576,-0.7859047673
374,0.374,production,-494.3556792,72.35999607,-421.9956831,0.450841097,-0.7836725089
375,0.375,production,-494.3289014,72.33318652,-421.9957149,0.4506740593,-0.7814631073
376,0.376,production,-494.3007097,72.30496661,-421.9957431,0.4504982343,-0.7792625152
377,0.377,production,-494.270658,72.27489052,-421.9957674,0.4503108444,-0.7770587964
378,0.378,production,-494.2383573,72.24256947,-421.9957878,0.4501094671,-0.7748408499
379,0.379,production,-494.203479,72.2076751,-421.9958039,0.4498920567,-0.772601551
380,0.38,production,-494.1657579,72.16994209,-421.9958158,0.44965696,-0.7703337838
381,0.381,production,-494.1249928,72.12916948,-421.9958233,0.4494029251,-0.7680316536
382,0.382,production,-494.0810487,72.08522225,-421.9958264,0.4491291106,-0.7656932631
383,0.383,production,-494.033857,72.03803186,-421.9958252,0.4488350894,-0.7633163322
384,0.384,production,-493.9834158,71.9875963,-421.9958195,0.4485208492,-0.7609014084
385,0.385,production,-493.9297892,71.93397956,-421.9958096,0.4481867885,-0.7584510427
386,0.386,production,-493.8731061,71.87731058,-421.9957955,0.4478337108,-0.755972011
387,0.387,production,-493.8135586,71.81778114,-421.9957775,0.4474628108,-0.7534696486
388,0.388,production,-493.7513991,71.75564347,-421.9957556,0.4470756603,-0.7509529884
389,0.389,production,-493.6869379,71.69120766,-421.9957302,0.446674191,-0.7484318942
390,0.39,production,-493.6205391,71.62483775,-421.9957014,0.4462606713,-0.7459184866
391,0.391,production,-493.5526178,71.55694816,-421.9956696,0.4458376832,-0.7434259792
392,0.392,production,-493.4836351,71.48800018,-421.995635,0.4454081008,-0.740968043
393,0.393,production,-493.4140955,71.41849771,-421.9955978,0.4449750636,-0.7385586965
394,0.394,production,-493.3445406,71.348982,-421.9955586,0.4445419439,-0.7362153584
395,0.395,production,-493.2755437,71.28002613,-421.9955176,0.4441123123,-0.7339562003
396,0.396,production,-493.2077048,71.21222973,-421.9954751,0.4436899048,-0.7317974399
397,0.397,production,-493.1416452,71.14621359,-421.9954316,0.4432785894,-0.729756802
398,0.398,production,-493.0780013,71.08261399,-421.9953873,0.4428823301,-0.7278541937
399,0.399,production,-493.0174195,71.02207658,-421.9953429,0.44250515,-0.7261095815
400,0.4,production,-492.9605485,70.96524984,-421.9952987,0.4421510894,-0.7245423609
401,0.401,production,-492.908034,70.91277906,-421.995255,0.4418241686,-0.723171253
402,0.402,production,-492.8605127,70.86530063,-421.9952121,0.4415283528,-0.7220166326
403,0.403,production,-492.8186068,70.8234364,-421.9951704,0.4412675165,-0.7210958997
404,0.404,production,-492.7829186,70.7877881,-421.9951305,0.4410454087,-0.7204257787
405,0.405,production,-492.7540237,70.75893114,-421.9950925,0.4408656146,-0.7200220722
406,0.406,production,-492.732466,70.73740914,-421.9950569,0.4407315211,-0.7199004697
407,0.407,production,-492.7187529,70.72372904,-421.9950239,0.4406462868,-0.7200763695
408,0.408,production,-492.7133503,70.71835656,-421.9949937,0.4406128135,-0.7205621487
409,0.409,production,-492.7166787,70.72171182,-421.9949668,0.4406337185,-0.7213706315
410,0.41,production,-492.7291087,70.73416551,-421.9949432,0.4407113116,-0.7225120356
411,0.411,production,-492.7509591,70.75603611,-421.9949229,0.440847577,-0.7239951555
412,0.412,production,-492.7824939,70.78758744,-421.9949064,0.4410441585,-0.7258268508
413,0.413,production,-492.8239198,70.82902611,-421.9948937,0.4413023434,-0.7280120215
414,0.414,production,-492.8753847,70.88050005,-421.9948846,0.4416230533,-0.7305540674
415,0.415,production,-492.9369773,70.94209794,-421.9948793,0.4420068407,-0.7334528704
416,0.416,production,-493.0087269,71.01384899,-421.9948779,0.4424538878,-0.7367092186
417,0.417,production,-493.0906027,71.0957224,-421.9948803,0.4429640025,-0.7403239015
418,0.418,production,-493.1825147,71.18762856,-421.9948861,0.4435366265,-0.7442920137
419,0.419,production,-493.2843172,71.28942184,-421.9948954,0.4441708526,-0.7486038579
420,0.42,production,-493.3958105,71.40090258,-421.9949079,0.4448654366,-0.753253825
421,0.421,production,-493.5167425,71.52181907,-421.9949235,0.4456188104,-0.7582316666
422,0.422,production,-493.6468123,71.65187045,-421.9949419,0.4464290994,-0.7635263689
423,0.423,production,-493.7856734,71.79071049,-421.9949629,0.4472941464,-0.7691258053
424,0.424,production,-493.9329378,71.93795162,-421.9949861,0.4482115366,-0.7750163438
425,0.425,production,-494.0881806,72.09316917,-421.9950114,0.4491786241,-0.7811834976
426,0.426,production,-494.2509439,72.25590542,-421.9950385,0.4501925571,-0.7876112013
427,0.427,production,-494.420741,72.4256741,-421.9950669,0.4512503059,-0.7942817245
428,0.428,production,-494.5970615,72.60196519,-421.9950964,0.4523486928,-0.8011777431
429,0.429,production,-494.7793762,72.7842495,-421.9951267,0.4534844206,-0.8082818462
430,0.43,production,-494.9671404,72.97198279,-421.9951576,0.4546540984,-0.8155743244
431,0.431,production,-495.1597988,73.16460993,-421.9951888,0.4558542675,-0.8230361228
432,0.432,production,-495.3567892,73.36156914,-421.9952201,0.4570814277,-0.8306475381
433,0.433,production,-495.557547,73.5622958,-421.9952512,0.4583320611,-0.8383889575
434,0.434,production,-495.761508,73.76622611,-421.9952819,0.4596026549,-0.846241001
435,0.435,production,-495.9681122,73.97280021,-421.995312,0.460889721,-0.8541853252
436,0.436,production,-496.1768066,74.18146524,-421.9953414,0.4621898146,-0.8622011813
437,0.437,production,-496.3870478,74.39167786,-421.9953699,0.4634995505,-0.8702707378
438,0.438,production,-496.598304,74.60290648,-421.9953975,0.4648156167,-0.8783766621
439,0.439,production,-496.8100571,74.81463311,-421.995424,0.4661347857,-0.8864985461
440,0.44,production,-497.021804,75.02635457,-421.9954494,0.4674539226,-0.8946190079
441,0.441,production,-497.2330574,75.23758367,-421.9954737,0.4687699917,-0.9027183632
442,0.442,production,-497.4433468,75.44784989,-421.9954969,0.4700800616,-0.91077981
443,0.443,production,-497.6522186,75.65669967,-421.995519,0.4713813063,-0.9187862919
444,0.444,production,-497.8592364,75.86369643,-421.99554,0.4726710058,-0.9267225812
445,0.445,production,-498.0639806,76.06842084,-421.9955598,0.4739465473,-0.9345732161
446,0.446,production,-498.2660495,76.27047089,-421.9955786,0.4752054261,-0.9423233611
447,0.447,production,-498.4650577,76.46946129,-421.9955964,0.4764452417,-0.9499577272
448,0.448,production,-498.660636,76.66502266,-421.9956133,0.4776636926,-0.957460767
449,0.449,production,-498.8524304,76.85680106,-421.9956293,0.4788585736,-0.9648225738
450,0.45,production,-499.0401021,77.04445754,-421.9956445,0.4800277729,-0.9720297229
451,0.451,production,-499.2233268,77.22766789,-421.9956589,0.4811692703,-0.9790703154
452,0.452,production,-499.4017949,77.40612245,-421.9956725,0.4822811368,-0.9859309453
453,0.453,production,-499.5752108,77.5795255,-421.9956853,0.4833615296,-0.9926008828
454,0.454,production,-499.7432922,77.74759474,-421.9956974,0.4844086899,-0.9990694495
455,0.455,production,-499.9057702,77.91006132,-421.9957089,0.4854209428,-1.00532517
456,0.456,production,-500.0623894,78.06666957,-421.9957198,0.4863966951,-1.01135852
457,0.457,production,-500.2129068,78.21717697,-421.9957299,0.4873344359,-1.017160428
458,0.458,production,-500.3570942,78.36135502,-421.9957392,0.4882327415,-1.02272143
459,0.459,production,-500.4947379,78.49899016,-421.9957478,0.4890902814,-1.02803429
460,0.46,production,-500.6256393,78.62988376,-421.9957556,0.4899058178,-1.033090023
461,0.461,production,-500.7496149,78.75385241,-421.9957625,0.4906782081,-1.037882465
462,0.462,production,-500.8664977,78.87072908,-421.9957686,0.4914064117,-1.042405815
463,0.463,production,-500.9761378,78.98036411,-421.9957737,0.492089496,-1.046654876
464,0.464,production,-501.0784038,79.08262597,-421.9957778,0.4927266415,-1.050626238
465,0.465,production,-501.1731831,79.17740232,-421.9957807,0.4933171484,-1.054314858
466,0.466,production,-501.260384,79.26460133,-421.9957827,0.4938604445,-1.057719899
467,0.467,production,-501.3399356,79.34415232,-421.9957833,0.4943560892,-1.060836439
468,0.468,production,-501.4117894,79.41600668,-421.9957827,0.4948037799,-1.063663485
469,0.469,production,-501.47592,79.48013923,-421.9957808,0.4952033597,-1.066203048
470,0.47,production,-501.5323261,79.53654846,-421.9957776,0.4955548191,-1.068454293
471,0.471,production,-501.5810299,79.58525695,-421.995773,0.4958582988,-1.070416125
472,0.472,production,-501.6220794,79.62631248,-421.9957669,0.4961140964,-1.072091489
473,0.473,production,-501.655548,79.65978851,-421.9957595,0.4963226698,-1.073480022
474,0.474,production,-501.6815352,79.68578467,-421.9957506,0.4964846397,-1.074586972
475,0.475,production,-501.7001668,79.70442661,-421.9957402,0.4966007889,-1.075414654
476,0.476,production,-501.7115943,79.71586585,-421.9957284,0.4966720614,-1.075968504
477,0.477,production,-501.7159949,79.72027963,-421.9957153,0.4966995616,-1.076254339
478,0.478,production,-501.7135711,79.71787031,-421.9957008,0.4966845502,-1.076280235
479,0.479,production,-501.7045499,79.7088649,-421.995685,0.4966284418,-1.076054461
480,0.48,production,-501.6891825,79.69351452,-421.9956679,0.4965328007,-1.07558617
481,0.481,production,-501.6677429,79.67209321,-421.9956497,0.4963993346,-1.074884283
482,0.482,production,-501.6405271,79.64489663,-421.9956304,0.4962298856,-1.073958699
483,0.483,production,-501.6078507,79.61224052,-421.9956102,0.4960264207,-1.072820013
484,0.484,production,-501.5700481,79.57445892,-421.9955892,0.4957910213,-1.071480282
485,0.485,production,-501.5274698,79.53190234,-421.9955675,0.4955258713,-1.069952744
486,0.486,production,-501.4804814,79.48493629,-421.9955452,0.4952332479,-1.06825147
487,0.487,production,-501.4294614,79.43393893,-421.9955224,0.4949155073,-1.066388246
488,0.488,production,-501.3747978,79.37929838,-421.9954994,0.4945750678,-1.064379772
489,0.489,production,-501.3168868,79.32141043,-421.9954764,0.4942143952,-1.062237533
490,0.49,production,-501.2561292,79.26067566,-421.9954535,0.4938359854,-1.059974591
491,0.491,production,-501.1929276,79.19749675,-421.9954308,0.4934423473,-1.057606767
492,0.492,production,-501.1276851,79.13227649,-421.9954086,0.4930359906,-1.055148143
493,0.493,production,-501.0608023,79.06541539,-421.9953869,0.4926194105,-1.052612289
494,0.494,production,-500.9926751,78.99730913,-421.9953659,0.4921950725,-1.050012386
495,0.495,production,-500.9236921,78.92834621,-421.9953459,0.491765397,-1.047362611
496,0.496,production,-500.854232,78.85890517,-421.9953268,0.4913327425,-1.044678916
497,0.497,production,-500.7846617,78.7893529,-421.9953088,0.490899395,-1.041973131
498,0.498,production,-500.7153353,78.72004321,-421.9952921,0.490467559,-1.039257825
499,0.499,production,-500.6465916,78.65131497,-421.9952766,0.4900393456,-1.036547669
500,0.5,production,-500.5787531,78.58349064,-421.9952625,0.4896167641,-1.033854545
501,0.501,production,-500.5121254,78.51687574,-421.9952496,0.489201718,-1.03118959
502,0.502,production,-500.446997,78.45175874,-421.9952382,0.4887960046,-1.028569165
503,0.503,production,-500.3836385,78.38841031,-421.9952281,0.4884013104,-1.026001513
504,0.504,production,-500.3223023,78.32708299,-421.9952193,0.4880192087,-1.023496467
505,0.505,production,-500.263224,78.26801226,-421.9952117,0.4876511667,-1.021065049
506,0.506,production,-500.2066232,78.21141801,-421.9952052,0.4872985546,-1.018714657
507,0.507,production,-500.1527057,78.15750621,-421.9951995,0.4869626555,-1.016454365
508,0.508,production,-500.1016652,78.10647047,-421.9951947,0.4866446758,-1.014292716
509,0.509,production,-500.0536844,78.05849386,-421.9951905,0.4863457561,-1.012238565
510,0.51,production,-500.0089382,78.01375159,-421.9951866,0.4860669881,-1.01030127
511,0.511,production,-499.967597,77.9724141,-421.9951829,0.4858094336,-1.008486348
512,0.512,production,-499.9298291,77.93465004,-421.9951791,0.4855741435,-1.006802126
513,0.513,production,-499.895804,77.90062902,-421.995175,0.4853621746,-1.005254525
514,0.514,production,-499.8656946,77.87052422,-421.9951704,0.4851746057,-1.003851243
515,0.515,production,-499.8396805,77.84451527,-421.9951652,0.4850125562,-1.002600478
516,0.516,production,-499.8179499,77.82279087,-421.9951591,0.4848772017,-1.00150952
517,0.517,production,-499.800703,77.80555098,-421.995152,0.4847697881,-1.000586311
518,0.518,production,-499.7881524,77.79300866,-421.9951437,0.4846916427,-0.9998384492
519,0.519,production,-499.7805254,77.78539103,-421.9951344,0.4846441809,-0.9992776318
520,0.52,production,-499.778064,77.78294035,-421.9951237,0.4846289118,-0.998911992
521,0.521,production,-499.7810263,77.78591456,-421.9951118,0.4846474427,-0.9987499997
522,0.522,production,-499.7896853,77.7945866,-421.9950987,0.4847014741,-0.9988013798
523,0.523,production,-499.8043273,77.8092427,-421.9950846,0.4847927894,-0.9990753998
524,0.524,production,-499.8252498,77.8301801,-421.9950697,0.4849232405,-0.9995814504
525,0.525,production,-499.8527582,77.85770401,-421.9950542,0.4850947291,-1.000327522
526,0.526,production,-499.8871626,77.8921243,-421.9950383,0.4853091857,-1.001323549
527,0.527,production,-499.9287732,77.9337508,-421.9950224,0.4855685408,-1.002580915
528,0.528,production,-499.9778954,77.98288873,-421.9950066,0.4858746961,-1.004108762
529,0.529,production,-500.0348258,78.03983433,-421.9949915,0.4862294974,-1.005912974
530,0.53,production,-500.0998464,78.10486908,-421.9949773,0.4866346983,-1.008002067
531,0.531,production,-500.1732181,78.17825356,-421.9949645,0.4870919225,-1.010383472
532,0.532,production,-500.2551752,78.26022177,-421.9949534,0.4876026279,-1.013063942
533,0.533,production,-500.3459197,78.35097516,-421.9949445,0.4881680695,-1.01604916
534,0.534,production,-500.4456146,78.45067653,-421.9949381,0.4887892619,-1.01934175
535,0.535,production,-500.5543793,78.55944486,-421.9949344,0.4894669462,-1.022945082
536,0.536,production,-500.672284,78.67735014,-421.9949339,0.4902015585,-1.026861597
537,0.537,production,-500.7993455,78.80440877,-421.9949367,0.4909932011,-1.03109004
538,0.538,production,-500.9355226,78.94057923,-421.9949433,0.4918416152,-1.035628799
539,0.539,production,-501.080712,79.08575837,-421.9949536,0.4927461581,-1.040474738
540,0.54,production,-501.2347472,79.23977926,-421.9949679,0.4937057898,-1.045618668
541,0.541,production,-501.3973955,79.40240938,-421.9949861,0.4947190616,-1.051051815
542,0.542,production,-501.5683578,79.57334932,-421.9950085,0.4957841079,-1.05676397
543,0.543,production,-501.7472669,79.75223208,-421.9950348,0.4968986422,-1.062744076
544,0.544,production,-501.9336889,79.93862384,-421.9950651,0.4980599616,-1.068976222
545,0.545,production,-502.1271244,80.13202516,-421.9950993,0.4992649542,-1.075444614
546,0.546,production,-502.3270099,80.33187289,-421.995137,0.5005101115,-1.082132136
547,0.547,production,-502.5327216,80.53754328,-421.9951783,0.5017915469,-1.089016584
548,0.548,production,-502.743578,80.74835532,-421.9952227,0.5031050175,-1.096077083
549,0.549,production,-502.9588454,80.96357558,-421.9952698,0.5044459538,-1.103292908
550,0.55,production,-503.1777423,81.18242259,-421.9953197,0.5058094865,-1.110638023
551,0.551,production,-503.399443,81.40407131,-421.9953717,0.5071904754,-1.118087141
552,0.552,production,-503.6230856,81.62766022,-421.9954254,0.5085835528,-1.125611941
553,0.553,production,-503.8477785,81.85229813,-421.9954804,0.5099831659,-1.133184462
554,0.554,production,-504.072607,82.07707064,-421.9955364,0.5113836177,-1.140776069
555,0.555,production,-504.2966395,82.30104681,-421.9955927,0.5127791078,-1.1483573
556,0.556,production,-504.5189358,82.52328681,-421.995649,0.5141637807,-1.155899899
557,0.557,production,-504.7385545,82.7428497,-421.9957048,0.5155317738,-1.163376602
558,0.558,production,-504.9545599,82.95880021,-421.9957597,0.5168772599,-1.170755317
559,0.559,production,-505.1660289,83.17021569,-421.9958132,0.5181944903,-1.178006059
560,0.56,production,-505.3720584,83.37619344,-421.995865,0.5194778408,-1.185103409
561,0.561,production,-505.5717717,83.575857,-421.9959147,0.5207218505,-1.192017082
562,0.562,production,-505.7643238,83.76836191,-421.9959619,0.521921258,-1.198720296
563,0.563,production,-505.9489079,83.9529015,-421.9960064,0.5230710374,-1.205188272
564,0.564,production,-506.12476,84.12871213,-421.9960479,0.5241664307,-1.211399182
565,0.565,production,-506.2911638,84.29507782,-421.996086,0.525202977,-1.217331124
566,0.566,production,-506.4474553,84.45133468,-421.9961206,0.5261765401,-1.222960075
567,0.567,production,-506.5930259,84.59687433,-421.9961516,0.5270833292,-1.228266515
568,0.568,production,-506.7273253,84.73114648,-421.9961788,0.5279199158,-1.233233139
569,0.569,production,-506.8498636,84.85366145,-421.9962021,0.5286832489,-1.237843142
570,0.57,production,-506.9602135,84.96399202,-421.9962215,0.5293706668,-1.24208271
571,0.571,production,-507.0580116,85.06177467,-421.996237,0.5299799045,-1.245940427
572,0.572,production,-507.1429588,85.14671037,-421.9962484,0.5305090989,-1.249407543
573,0.573,production,-507.2148213,85.21856555,-421.9962557,0.5309567947,-1.252477978
574,0.574,production,-507.2734315,85.27717214,-421.9962593,0.5313219448,-1.255145167
575,0.575,production,-507.3186857,85.32242676,-421.9962589,0.531603905,-1.257405113
576,0.576,production,-507.3505454,85.35429072,-421.9962546,0.5318024344,-1.259254954
577,0.577,production,-507.3690363,85.3727899,-421.9962465,0.5319176941,-1.260695808
578,0.578,production,-507.3742485,85.37801384,-421.9962346,0.531950242,-1.261730191
579,0.579,production,-507.3663334,85.37011426,-421.9962192,0.5319010235,-1.262360757
580,0.58,production,-507.345504,85.3493039,-421.9962001,0.5317713639,-1.262596289
581,0.581,production,-507.3120335,85.31585596,-421.9961775,0.5315629655,-1.262442501
582,0.582,production,-507.2662544,85.27010301,-421.9961514,0.5312779004,-1.261907891
583,0.583,production,-507.2085573,85.21243528,-421.996122,0.5309185999,-1.261004576
584,0.584,production,-507.1393885,85.14329925,-421.9960893,0.5304878458,-1.259745372
585,0.585,production,-507.0592496,85.06319631,-421.9960533,0.5299887621,-1.258144927
586,0.586,production,-506.9686955,84.97268117,-421.9960143,0.5294248048,-1.256221546
587,0.587,production,-506.8683321,84.87235974,-421.9959723,0.5287997492,-1.253993206
588,0.588,production,-506.7588145,84.76288696,-421.9959276,0.5281176758,-1.251480462
589,0.589,production,-506.6408445,84.64496432,-421.9958801,0.5273829553,-1.248703321
590,0.59,production,-506.5151676,84.51933741,-421.9958302,0.5266002331,-1.24568586
591,0.591,production,-506.3825705,84.38679245,-421.995778,0.5257744078,-1.242449005
592,0.592,production,-506.2438763,84.24815258,-421.9957238,0.524910608,-1.23902068
593,0.593,production,-506.0999422,84.10427452,-421.9956676,0.5240141714,-1.235425541
594,0.594,production,-505.9516545,83.95604434,-421.9956101,0.523090619,-1.231692173
595,0.595,production,-505.7999236,83.80437215,-421.9955514,0.5221456209,-1.227845541
596,0.596,production,-505.6456783,83.65018645,-421.9954919,0.5211849623,-1.223914751
597,0.597,production,-505.489861,83.49442924,-421.9954318,0.5202145124,-1.219927556
598,0.598,production,-505.3334223,83.33805065,-421.9953717,0.519240191,-1.215916019
599,0.599,production,-505.1773144,83.18200261,-421.9953118,0.5182679291,-1.211908954
600,0.6,production,-505.022484,83.02723125,-421.9952528,0.5173036215,-1.207932445
