# command: /Users/vishnu/molecular/build/apps/moldyn_run --cells 3 --density 0.80 --temperature 1.0 --cutoff 2.5 --skin 0.4 --dt 0.002 --equilibrate 0 --production 500 --thermostat none --seed 12345 --truncation linear-force-shift --thermo-out /Users/vishnu/molecular/results/exp02_thermo_dt0.002.csv
# git_sha: 29c88d5
# host: Darwin arm64
# units: reduced Lennard-Jones units (sigma = epsilon = mass = kB = 1)
# truncation: linear-force-shift
# pressure_includes_tail_correction: no
# potential_energy_includes_tail_correction: no
# temperature_dof: 3N=324 while Langevin drives (equilibration, and Langevin production), 3N-3=321 under the momentum-conserving integrators (NVE, Nose-Hoover), for which the centre-of-mass momentum is re-zeroed at the equilibration/production boundary
step,time,phase,potential_energy,kinetic_energy,total_energy,temperature,pressure
277,0.554,production,-504.0747029,82.07797705,-421.9967259,0.5113892651,-1.140862203
278,0.556,production,-504.5211503,82.52397367,-421.9971766,0.5141680602,-1.155993016
279,0.558,production,-504.9567758,82.95915627,-421.9976195,0.5168794783,-1.170851843
280,0.56,production,-505.3741544,83.37611408,-421.9980404,0.5194773463,-1.185199469
281,0.562,production,-505.7661787,83.76775111,-421.9984275,0.5219174524,-1.198811891
282,0.564,production,-506.1262563,84.12748573,-421.9987706,0.5241587896,-1.211482724
283,0.566,production,-506.4484833,84.44942268,-421.9990607,0.5261646273,-1.223031826
284,0.568,production,-506.7277862,84.72849367,-421.9992925,0.5279033873,-1.233289705
285,0.57,production,-506.9600218,84.96055949,-421.9994623,0.5293492803,-1.242121156
286,0.572,production,-507.1420445,85.14247568,-421.9995688,0.5304827145,-1.249425421
287,0.574,production,-507.2717416,85.2721301,-421.9996115,0.5312905302,-1.255140675
288,0.576,production,-507.3480445,85.34845279,-421.9995917,0.531766061,-1.25922652
289,0.578,production,-507.3709193,85.37140859,-421.9995107,0.5319090878,-1.261677064
290,0.58,production,-507.3413472,85.34197561,-421.9993716,0.5317257047,-1.262518238
291,0.582,production,-507.2612882,85.26211258,-421.9991757,0.5312281158,-1.261805041
292,0.584,production,-507.1336486,85.13472254,-421.9989261,0.5304344084,-1.259618553
293,0.586,production,-506.9622342,84.96360884,-421.9986253,0.5293682794,-1.256072151
294,0.588,production,-506.7517001,84.75342263,-421.9982775,0.528058708,-1.251310342
295,0.59,production,-506.5074834,84.50959648,-421.9978869,0.5265395419,-1.245497283
296,0.592,production,-506.2357197,84.23825922,-421.9974604,0.5248489671,-1.238816552
297,0.594,production,-505.9431353,83.94613014,-421.9970052,0.5230288482,-1.231475682
298,0.596,production,-505.6369175,83.64038557,-421.9965319,0.5211238976,-1.223689383
299,0.598,production,-505.3245494,83.32849868,-421.9960507,0.5191806771,-1.215685861
300,0.6,production,-505.0136344,83.01805907,-421.9955753,0.5172464739,-1.207701501
301,0.602,production,-504.7116803,82.71655969,-421.9951206,0.5153679732,-1.199950611
302,0.604,production,-504.4258697,82.43116919,-421.9947005,0.5135898392,-1.192651939
303,0.606,production,-504.1628331,82.1685035,-421.9943296,0.5119532928,-1.186006938
304,0.608,production,-503.9284256,81.93440613,-421.9940195,0.5104947422,-1.180193829
305,0.61,production,-503.7275414,81.73376097,-421.9937805,0.5092446167,-1.175360716
306,0.612,production,-503.5639576,81.57033801,-421.9936196,0.508226405,-1.171620657
307,0.614,production,-503.4402233,81.44668325,-421.99354,0.5074559704,-1.169051373
308,0.616,production,-503.3576091,81.36406837,-421.9935408,0.5069412359,-1.167691118
309,0.618,production,-503.3161181,81.32250051,-421.9936176,0.5066822462,-1.167544334
310,0.62,production,-503.3145476,81.32078414,-421.9937634,0.5066715523,-1.168577671
311,0.622,production,-503.350595,81.3566264,-421.9939686,0.5068948686,-1.170734171
312,0.624,production,-503.4210043,81.42678185,-421.9942224,0.5073319742,-1.173915141
313,0.626,production,-503.5217311,81.52721759,-421.9945135,0.507957742,-1.178002181
314,0.628,production,-503.6481208,81.65329098,-421.9948298,0.508743246,-1.182854459
315,0.63,production,-503.7950903,81.79992931,-421.995161,0.5096568804,-1.188324353
316,0.632,production,-503.9572958,81.96179905,-421.9954967,0.5106654147,-1.194246066
317,0.634,production,-504.1292938,82.13346527,-421.9958285,0.5117349861,-1.200458757
318,0.636,production,-504.3056849,82.30953729,-421.9961476,0.512832008,-1.206795935
319,0.638,production,-504.481248,82.48480089,-421.9964471,0.5139239931,-1.213091764
320,0.64,production,-504.6510531,82.65433162,-421.9967215,0.5149802593,-1.219195357
321,0.642,production,-504.8105588,82.81359352,-421.9969653,0.5159725453,-1.224970447
322,0.644,production,-504.9557017,82.95852849,-421.9971733,0.5168755669,-1.230292332
323,0.646,production,-505.0829774,83.0856354,-421.997342,0.5176675103,-1.235052433
324,0.648,production,-505.1895021,83.19203427,-421.9974679,0.5183304316,-1.239159733
325,0.65,production,-505.2730687,83.27552008,-421.9975486,0.5188505924,-1.242545043
326,0.652,production,-505.3321882,83.33460599,-421.9975822,0.5192187289,-1.245154646
327,0.654,production,-505.3661208,83.3685538,-421.997567,0.5194302418,-1.246967611
328,0.656,production,-505.3748944,83.37739002,-421.9975044,0.519485296,-1.247987398
329,0.658,production,-505.3592935,83.36189794,-421.9973956,0.5193887722,-1.248229819
330,0.66,production,-505.320833,83.32358948,-421.9972435,0.5191500902,-1.247738921
331,0.662,production,-505.261711,83.26465824,-421.9970527,0.5187829174,-1.246582483
332,0.664,production,-505.1847365,83.18790626,-421.9968303,0.5183047119,-1.244837164
333,0.666,production,-505.0932226,83.09663829,-421.9965843,0.5177360641,-1.242601196
334,0.668,production,-504.9908535,82.99452803,-421.9963255,0.5170998631,-1.239985024
335,0.67,production,-504.8815278,82.88546257,-421.9960652,0.5164203275,-1.237097541
336,0.672,production,-504.7691828,82.77336742,-421.9958154,0.5157219154,-1.234054668
337,0.674,production,-504.6576096,82.66202052,-421.9955891,0.5150281652,-1.230975758
338,0.676,production,-504.5502591,82.55486097,-421.9953981,0.5143605045,-1.227964775
339,0.678,production,-504.4500618,82.4548089,-421.995253,0.5137371271,-1.225107299
340,0.68,production,-504.3592721,82.36411051,-421.9951616,0.5131720281,-1.22247112
341,0.682,production,-504.2793461,82.28421717,-421.995129,0.5126742503,-1.220106766
342,0.684,production,-504.2108685,82.21571171,-421.9951568,0.512247425,-1.218031945
343,0.686,production,-504.1535283,82.15828512,-421.9952432,0.5118896269,-1.216241128
344,0.688,production,-504.1061452,82.11076242,-421.9953828,0.5115935354,-1.21471096
345,0.69,production,-504.0667504,82.07118273,-421.9955676,0.5113469329,-1.213389572
346,0.692,production,-504.0327139,82.03692754,-421.9957863,0.511133505,-1.212205987
347,0.694,production,-504.0009094,82.00488319,-421.9960262,0.5109338516,-1.211080142
348,0.696,production,-503.9679016,81.97162627,-421.9962753,0.5107266434,-1.209919871
349,0.698,production,-503.9301353,81.93361487,-421.9965204,0.5104898123,-1.208628163
350,0.7,production,-503.8841321,81.88738314,-421.9967489,0.5102017641,-1.207103979
351,0.702,production,-503.82668,81.82972991,-421.9969501,0.509842554,-1.205266134
352,0.704,production,-503.7550031,81.75788962,-421.9971134,0.5093949509,-1.20303843
353,0.706,production,-503.6669093,81.66967742,-421.9972319,0.5088453422,-1.200374226
354,0.708,production,-503.5609047,81.56360536,-421.9972994,0.508184457,-1.197231542
355,0.71,production,-503.4362827,81.43897103,-421.9973117,0.5074079192,-1.193595843
356,0.712,production,-503.2931849,81.29591719,-421.9972677,0.506516618,-1.189481572
357,0.714,production,-503.1326204,81.13545281,-421.9971676,0.5055168399,-1.184925043
358,0.716,production,-502.9564515,80.9594373,-421.9970142,0.5044201701,-1.179989765
359,0.718,production,-502.7673471,80.77053469,-421.9968124,0.5032432068,-1.174760516
360,0.72,production,-502.5687007,80.57212952,-421.9965712,0.5020070375,-1.16934274
361,0.722,production,-502.3644972,80.36819684,-421.9963003,0.5007364289,-1.163853851
362,0.724,production,-502.1591508,80.16313837,-421.9960125,0.4994588061,-1.158435208
363,0.726,production,-501.9573154,79.96159371,-421.9957217,0.4982030761,-1.153225102
364,0.728,production,-501.7636654,79.7682226,-421.9954428,0.4969982716,-1.148361463
365,0.73,production,-501.5826689,79.58747762,-421.9951913,0.4958721347,-1.143980161
366,0.732,production,-501.4183625,79.42338354,-421.9949789,0.4948497417,-1.140202013
367,0.734,production,-501.2741561,79.27933911,-421.994817,0.4939522686,-1.137129416
368,0.736,production,-501.1526723,79.15795958,-421.9947127,0.4931960098,-1.134840416
369,0.738,production,-501.0556335,79.06096371,-421.9946698,0.4925916742,-1.133385508
370,0.74,production,-500.9838051,78.98911834,-421.9946868,0.4921440395,-1.132787442
371,0.742,production,-500.9370158,78.94225773,-421.9947581,0.4918520731,-1.133044129
372,0.744,production,-500.9142384,78.91936339,-421.994875,0.4917094292,-1.134128134
373,0.746,production,-500.9137168,78.91869034,-421.9950265,0.4917052358,-1.135978007
374,0.748,production,-500.9331366,78.93793725,-421.9951993,0.4918251542,-1.138533778
375,0.75,production,-500.9698205,78.9744402,-421.9953803,0.4920525869,-1.141702075
376,0.752,production,-501.0209286,79.0253721,-421.9955565,0.4923699196,-1.145400327
377,0.754,production,-501.0836582,79.08794337,-421.9957148,0.4927597718,-1.149538278
378,0.756,production,-501.1554326,79.15958648,-421.9958462,0.4932061463,-1.154033105
379,0.758,production,-501.2340518,79.23810971,-421.995942,0.4936953876,-1.158810945
380,0.76,production,-501.3178198,79.32182391,-421.9959959,0.4942169714,-1.163812658
381,0.762,production,-501.4056448,79.40964069,-421.9960041,0.4947641164,-1.168990349
382,0.764,production,-501.4971,79.50113545,-421.9959646,0.4953341773,-1.174324806
383,0.766,production,-501.5924517,79.59657325,-421.9958785,0.4959288053,-1.179808479
384,0.768,production,-501.6926471,79.69689837,-421.9957488,0.4965538839,-1.185450266
385,0.77,production,-501.7992687,79.80368756,-421.9955812,0.4972192371,-1.191284492
386,0.772,production,-501.9144487,79.91906485,-421.9953839,0.4979380987,-1.197348225
387,0.774,production,-502.0407438,80.04557564,-421.9951681,0.498726328,-1.203698469
388,0.776,production,-502.1809667,80.18601994,-421.9949467,0.4996013703,-1.210401704
389,0.778,production,-502.3379904,80.34325532,-421.9947351,0.50058103,-1.217517307
390,0.78,production,-502.5145248,80.5199764,-421.9945484,0.501682096,-1.225106612
391,0.782,production,-502.7128847,80.71848266,-421.9944021,0.5029188951,-1.233225499
392,0.784,production,-502.9347669,80.94045849,-421.9943084,0.5043019221,-1.241900718
393,0.786,production,-503.1810604,81.18678347,-421.9942769,0.5058366572,-1.25114365
394,0.788,production,-503.4517025,81.45738829,-421.9943142,0.5075226685,-1.260929734
395,0.79,production,-503.7455958,81.75117547,-421.9944203,0.5093531182,-1.271215231
396,0.792,production,-504.0606039,82.06601374,-421.9945901,0.5113147274,-1.281920421
397,0.794,production,-504.3936252,82.39881048,-421.9948147,0.5133882273,-1.292948568
398,0.796,production,-504.7407345,82.7456537,-421.9950808,0.5155492443,-1.304172716
399,0.798,production,-505.0973826,83.10201004,-421.9953726,0.517769533,-1.31545935
400,0.8,production,-505.4586336,83.4629596,-421.995674,0.5200184399,-1.32665426
401,0.802,production,-505.8194099,83.82344065,-421.9959692,0.5222644277,-1.337606068
402,0.804,production,-506.1747291,84.17848345,-421.9962456,0.5244765324,-1.348165426
403,0.806,production,-506.5199096,84.52341888,-421.9964907,0.5266256628,-1.358192411
404,0.808,production,-506.8507507,84.85405394,-421.9966967,0.5286856943,-1.367561124
405,0.81,production,-507.1636583,85.1667989,-421.9968594,0.5306342611,-1.376165501
406,0.812,production,-507.4557203,85.4587441,-421.9969762,0.5324532342,-1.383921572
407,0.814,production,-507.7247447,85.72769572,-421.9970489,0.5341289453,-1.390771688
408,0.816,production,-507.9692509,85.97217239,-421.9970785,0.5356521644,-1.396672639
409,0.818,production,-508.1884442,86.19137492,-421.9970693,0.5370179123,-1.401606022
410,0.82,production,-508.3821621,86.38513647,-421.9970256,0.5382251493,-1.405576056
411,0.822,production,-508.5508101,86.55385752,-421.9969526,0.5392763709,-1.408595079
412,0.824,production,-508.6952836,86.69842848,-421.9968551,0.5401771245,-1.410697083
413,0.826,production,-508.8168881,86.82014969,-421.9967384,0.5409355121,-1.411926181
414,0.828,production,-508.9172619,86.92065415,-421.9966078,0.5415617081,-1.412338594
415,0.83,production,-508.9982961,87.00182861,-421.9964675,0.542067468,-1.411999067
416,0.832,production,-509.0620624,87.06573998,-421.9963224,0.5424656697,-1.410988259
417,0.834,production,-509.1107398,87.11456374,-421.9961761,0.5427698675,-1.409377103
418,0.836,production,-509.1465492,87.15051638,-421.9960328,0.5429938715,-1.407240135
419,0.838,production,-509.1716894,87.17579323,-421.9958962,0.5431513597,-1.404657761
420,0.84,production,-509.1882806,87.19251201,-421.9957686,0.5432555265,-1.401709062
421,0.842,production,-509.1983174,87.20266491,-421.9956525,0.5433187845,-1.398464352
422,0.844,production,-509.2036285,87.20807738,-421.9955512,0.5433525071,-1.394993504
423,0.846,production,-509.2058358,87.21037085,-421.995465,0.5433667966,-1.3913638
424,0.848,production,-509.2063349,87.21094079,-421.9953942,0.5433703476,-1.387621041
425,0.85,production,-509.206289,87.21095055,-421.9953384,0.5433704084,-1.383818052
426,0.852,production,-509.2066306,87.21133405,-421.9952966,0.5433727978,-1.380003097
427,0.854,production,-509.208078,87.21281063,-421.9952674,0.5433819977,-1.376205061
428,0.856,production,-509.2111554,87.21590694,-421.9952485,0.5434012893,-1.37245135
429,0.858,production,-509.2162218,87.22098425,-421.9952376,0.5434329237,-1.368762744
430,0.86,production,-509.2235045,87.22827283,-421.9952317,0.5434783354,-1.365161333
431,0.862,production,-509.2331381,87.23790871,-421.9952294,0.5435383721,-1.361664801
432,0.864,production,-509.2451891,87.24995977,-421.9952293,0.5436134565,-1.358286785
433,0.866,production,-509.2596783,87.26444838,-421.99523,0.5437037282,-1.355024641
434,0.868,production,-509.2766007,87.28136948,-421.9952312,0.5438091556,-1.351885011
435,0.87,production,-509.2959276,87.30069414,-421.9952335,0.5439295585,-1.348872049
436,0.872,production,-509.3176028,87.32236499,-421.9952378,0.5440645794,-1.345996629
437,0.874,production,-509.3415282,87.34628299,-421.9952453,0.5442136012,-1.343259679
438,0.876,production,-509.3675479,87.37229027,-421.9952576,0.5443756403,-1.34066287
439,0.878,production,-509.395426,87.40014945,-421.9952765,0.5445492178,-1.338194558
440,0.88,production,-509.4248249,87.42952129,-421.9953036,0.5447322199,-1.335847379
441,0.882,production,-509.4552846,87.45994477,-421.9953398,0.5449217743,-1.333617154
442,0.884,production,-509.4862078,87.49082143,-421.9953864,0.5451141522,-1.331479126
443,0.886,production,-509.5168514,87.52140911,-421.9954423,0.5453047296,-1.329406444
444,0.888,production,-509.5463331,87.55082551,-421.9955075,0.5454880094,-1.327375659
445,0.89,production,-509.5736416,87.57806062,-421.995581,0.5456576986,-1.325356944
446,0.892,production,-509.5976543,87.60199312,-421.9956611,0.5458068107,-1.323316056
447,0.894,production,-509.6171619,87.62141715,-421.9957448,0.5459278327,-1.321217804
448,0.896,production,-509.6309116,87.63508155,-421.99583,0.5460129692,-1.319021747
449,0.898,production,-509.6376418,87.64172753,-421.9959142,0.5460543771,-1.316690783
450,0.9,production,-509.6361252,87.64013107,-421.9959942,0.5460444303,-1.314185126
451,0.902,production,-509.6252131,87.62914648,-421.9960666,0.5459759905,-1.311484854
452,0.904,production,-509.6038747,87.60774313,-421.9961316,0.5458426363,-1.308540222
453,0.906,production,-509.5712211,87.57503447,-421.9961866,0.545638844,-1.305321291
454,0.908,production,-509.5265329,87.53030316,-421.9962297,0.5453601443,-1.301803587
455,0.91,production,-509.4692865,87.47302533,-421.9962611,0.5450032731,-1.297974207
456,0.912,production,-509.3991582,87.40287728,-421.9962809,0.5445662136,-1.293816834
457,0.914,production,-509.3160245,87.3197364,-421.9962881,0.5440482019,-1.289325978
458,0.916,production,-509.2199668,87.22368284,-421.9962839,0.5434497373,-1.284502571
459,0.918,production,-509.1112614,87.11499196,-421.9962695,0.5427725355,-1.279350167
460,0.92,production,-508.990366,86.99412012,-421.9962458,0.54201944,-1.273886501
461,0.922,production,-508.8578995,86.86168493,-421.9962145,0.5411942987,-1.268136295
462,0.924,production,-508.7146167,86.71843825,-421.9961785,0.540301796,-1.262116959
463,0.926,production,-508.561374,86.56523501,-421.996139,0.5393472586,-1.255850757
464,0.928,production,-508.3991022,86.40300374,-421.9960985,0.5383364719,-1.249370157
465,0.93,production,-508.2287758,86.2327174,-421.9960584,0.5372754978,-1.242698538
466,0.932,production,-508.0513845,86.0553632,-421.9960213,0.5361704872,-1.235862043
467,0.934,production,-507.8679,85.87191083,-421.9959892,0.5350274818,-1.228895304
468,0.936,production,-507.6792439,85.68328027,-421.9959637,0.5338522135,-1.221826482
469,0.938,production,-507.4862595,85.49031219,-421.9959473,0.5326499202,-1.214687778
470,0.94,production,-507.289682,85.29374148,-421.9959406,0.5314251806,-1.20750867
471,0.942,production,-507.0901229,85.09417915,-421.9959437,0.5301818015,-1.200310641
472,0.944,production,-506.8880609,84.89210298,-421.9959579,0.52892276,-1.193114729
473,0.946,production,-506.6838352,84.68785365,-421.9959815,0.5276501785,-1.185937187
474,0.948,production,-506.4776569,84.48164299,-421.9960139,0.5263653769,-1.178789007
475,0.95,production,-506.2696222,84.2735694,-421.9960528,0.5250689683,-1.171678593
476,0.952,production,-506.0597421,84.06364627,-421.9960959,0.5237610359,-1.164614072
477,0.954,production,-505.8479834,83.85184521,-421.9961382,0.5224414032,-1.157599251
478,0.956,production,-505.6343265,83.63815155,-421.996175,0.5211099785,-1.150639328
479,0.958,production,-505.4188349,83.42263332,-421.9962016,0.5197671858,-1.143741497
480,0.96,production,-505.2017263,83.20551418,-421.9962121,0.5184144186,-1.136924162
481,0.962,production,-504.9834517,82.98725067,-421.996201,0.5170545213,-1.130209556
482,0.964,production,-504.7647704,82.7686067,-421.9961637,0.5156922536,-1.123628802
483,0.966,production,-504.5468182,82.55072292,-421.9960953,0.5143347222,-1.117221715
484,0.968,production,-504.3311674,82.33517449,-421.9959929,0.5129917414,-1.111047678
485,0.97,production,-504.1198646,82.1240099,-421.9958547,0.5116760741,-1.105167911
486,0.972,production,-503.9154479,81.91976622,-421.9956817,0.5104035279,-1.099659207
487,0.974,production,-503.7209285,81.72545172,-421.9954768,0.5091928456,-1.094614732
488,0.976,production,-503.5397421,81.54449721,-421.9952449,0.5080654032,-1.090137656
489,0.978,production,-503.3756691,81.38067587,-421.9949932,0.5070447095,-1.086337656
490,0.98,production,-503.2327243,81.23799366,-421.9947306,0.5061557237,-1.083336033
491,0.982,production,-503.1150188,81.12055181,-421.994467,0.5054239988,-1.081248425
492,0.984,production,-503.0266025,81.03238729,-421.9942152,0.5048746872,-1.080191866
493,0.986,production,-502.9712819,80.97729481,-421.9939871,0.5045314318,-1.080269222
494,0.988,production,-502.9524406,80.95864703,-421.9937936,0.5044152463,-1.081570899
495,0.99,production,-502.9728658,80.97921966,-421.9936461,0.5045434247,-1.084174619
496,0.992,production,-503.0345868,81.04103329,-421.9935535,0.5049285564,-1.088119067
497,0.994,production,-503.1387445,81.14522131,-421.9935232,0.5055777029,-1.093416733
498,0.996,production,-503.2854835,81.29192454,-421.993559,0.5064917417,-1.100055135
499,0.998,production,-503.4738934,81.48023101,-421.9936624,0.5076649907,-1.10799138
500,1,production,-503.7019918,81.70816061,-421.9938312,0.5090851128,-1.117148469
